startsecond	text
889.16	were stretched to astronomical sizes, and those fluctuations
892.16	eventually are the things we see in the cosmic microwave background.
896.16	And then we needed some way to turn those fluctuations into galaxies
899.16	and clusters of galaxies and make these kinds of structures go on.
902.16	So I'm going to show you a smaller simulation.
904.16	This simulation was run on 1,000 processors for a month
908.16	in order to make just this simple visible one.
910.16	So I'm going to show you one
911.16	that can be run on a desktop in two days in the next picture.
915.16	So you start out with teeny fluctuations
917.16	when the universe was at this point,
918.16	now four times smaller, and so forth.
921.16	And you start seeing these networks, this cosmic web of structure forming.
925.16	And this is a simple one, because it doesn't have the ordinary matter
928.16	and it just has the dark matter in it.
930.16	And you see how the dark matter lumps up,
932.16	and the ordinary matter just trails along behind.
935.16	So there it is.
937.16	At the beginning it's very uniform.
939.16	The fluctuations are a part in 100,000.
941.16	There are a few peaks that are a part in 10,000,
943.16	and then over billions of years, gravity just pulls in.
948.16	This is light over density, pulls the material around in.
951.16	That pulls in more material and pulls in more material.
954.16	But the distances on the universe are so large
956.16	and the time scales are so large that it takes a long time for this to form.
960.16	And it keeps forming until the universe is roughly about half the size it is now,
966.16	in terms of its expansion.
968.16	And at that point, the universe mysteriously starts accelerating
972.16	its expansion and cuts off the formation of larger-scale structure.
975.16	So we're just seeing as large a scale structure as we can see,
978.16	and then only things that have started forming already
981.16	are going to form, and then from then on it's going to go on.
984.16	So we're able to do the simulation, but this is two days on a desktop.
990.16	We need, you know, 30 days on 1,000 processors
993.16	to do the kind of simulation that I showed you before.
996.16	So we have an idea of how to play seriously, creating the universe
1002.16	by starting with essentially less than an eyedrop full of material,
1007.16	and we create everything we can see in any direction, right,
1012.16	from almost nothing -- that is, something extremely tiny,
1017.16	extremely small -- and it is almost perfect,
1022.16	except it has these tiny fluctuations at a part in 100,000 level,
1026.16	which turn out to produce the interesting patterns and designs we see,
1029.16	that is, galaxies and stars and so forth.
1032.16	So we have a model, and we can calculate it, and we can use it
1037.16	to make designs of what we think the universe really looks like.
1040.16	And that design is sort of way beyond
1043.16	what our original imagination ever was.
1045.16	So this is what we started with 15 years ago,
1049.16	with the Cosmic Background Explorer -- made the map on the upper right,
